source_id,address,price,beds,type,status,url
"azXZXzxyf5Z","533 Marcellus Rd, Williston Park, NY 11596","768000","3","Single Family Residence","Active","https://onekeymls.com/home-details/533-marcellus-rd-williston-park-ny-11596/azXZXzxyf5Z"
"2iRVMq3jeWn","172 Searingtown Road, Albertson, NY 11507","1999000","4","Single Family Residence","Active","https://onekeymls.com/home-details/172-searingtown-road-albertson-ny-11507/2iRVMq3jeWn"
"fu50MSAi8ae","36 Hawthorne St, Williston Park, NY 11596","729000","3","Single Family Residence","Active","https://onekeymls.com/home-details/36-hawthorne-st-williston-park-ny-11596/fu50MSAi8ae"
"8u5alrK2lal","120 William St, East Williston, NY 11596","1398000","3","Single Family Residence","Active","https://onekeymls.com/home-details/120-william-st-east-williston-ny-11596/8u5alrK2lal"
"9aV79AYoRci","441 Roslyn Rd, East Williston, NY 11596","1249999","4","Single Family Residence","Active","https://onekeymls.com/home-details/441-roslyn-rd-east-williston-ny-11596/9aV79AYoRci"
"UGEm9GslJ3","96 Capitol Ave, Williston Park, NY 11596","869000","3","Single Family Residence","Active","https://onekeymls.com/home-details/96-capitol-ave-williston-park-ny-11596/UGEm9GslJ3"
"7Ch3g9MJrU1","52 Syracuse St, Williston Park, NY 11596","779000","3","Single Family Residence","Active","https://onekeymls.com/home-details/52-syracuse-st-williston-park-ny-11596/7Ch3g9MJrU1"
"eYDReWtgzn8","204 Auburn St, East Williston, NY 11596","1449000","3","Single Family Residence","Active","https://onekeymls.com/home-details/204-auburn-st-east-williston-ny-11596/eYDReWtgzn8"
"8Hbpc5HWoeQ","148 Canterbury Rd, Williston Park, NY 11596","897000","2","Single Family Residence","Active","https://onekeymls.com/home-details/148-canterbury-rd-williston-park-ny-11596/8Hbpc5HWoeQ"
"dgaSHZYwy3G","204 Center St, Williston Park, NY 11596","965000","4","Single Family Residence","Pending","https://onekeymls.com/home-details/204-center-st-williston-park-ny-11596/dgaSHZYwy3G"
"dHgsWLQKbge","110 William St, East Williston, NY 11596","1649000","4","Single Family Residence","Active","https://onekeymls.com/home-details/110-william-st-east-williston-ny-11596/dHgsWLQKbge"
"iac60Qy8C2","130 Custer Ave, Williston Park, NY 11596","899088","4","Single Family Residence","Pending","https://onekeymls.com/home-details/130-custer-ave-williston-park-ny-11596/iac60Qy8C2"
"4oo40PGAtYL","136 Broad St, Williston Park, NY 11596","1075000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/136-broad-st-williston-park-ny-11596/4oo40PGAtYL"
"60P4uyikuXt","612 Marcellus Rd, Williston Park, NY 11596","1486000","5","Single Family Residence","Active","https://onekeymls.com/home-details/612-marcellus-rd-williston-park-ny-11596/60P4uyikuXt"
"7xUwqDCCi5Z","25 Collins Ave, Williston Park, NY 11596","789000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/25-collins-ave-williston-park-ny-11596/7xUwqDCCi5Z"
"16LZWpzItbP","14 Holiday Park Dr, Williston Park, NY 11596","1098000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/14-holiday-park-dr-williston-park-ny-11596/16LZWpzItbP"
"3xcqFWI0ySp","150 High St, East Williston, NY 11596","1500000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/150-high-st-east-williston-ny-11596/3xcqFWI0ySp"
"azpsE9jGf4Z","123 Stratford Ave, Williston Park, NY 11596","865000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/123-stratford-ave-williston-park-ny-11596/azpsE9jGf4Z"
"1GHsZhVN7De","110 Yale St, Williston Park, NY 11596","848000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/110-yale-st-williston-park-ny-11596/1GHsZhVN7De"
"cMQzhiCX0Bs","180 Primrose Rd, Williston Park, NY 11596","849000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/180-primrose-rd-williston-park-ny-11596/cMQzhiCX0Bs"
"9u7KcDX5r1b","118 Hillside Ave # 122, Williston Park, NY 11596","1600000","","Business","Active","https://onekeymls.com/home-details/118-hillside-ave-122-williston-park-ny-11596/9u7KcDX5r1b"
"2ifZ1fd4m2n","21 Cornell St, Williston Park, NY 11596","749000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/21-cornell-st-williston-park-ny-11596/2ifZ1fd4m2n"
"b8UlbXNymtq","160 Broad St, Williston Park, NY 11596","899000","3","Duplex","Active","https://onekeymls.com/home-details/160-broad-st-williston-park-ny-11596/b8UlbXNymtq"
"cZyPUVbD9ip","38 Fordham St, Williston Park, NY 11596","829000","4","Single Family Residence","Pending","https://onekeymls.com/home-details/38-fordham-st-williston-park-ny-11596/cZyPUVbD9ip"
"aPfAhaUpWQq","200 Howard St, East Williston, NY 11596","990000","3","Single Family Residence","Pending","https://onekeymls.com/home-details/200-howard-st-east-williston-ny-11596/aPfAhaUpWQq"
"eWqzW3aX2Wt","78 Swan Court, East Hills, NY 11576","2990000","7","Single Family Residence","Active","https://onekeymls.com/home-details/78-swan-court-east-hills-ny-11576/eWqzW3aX2Wt"
"66i8Ff9VlOQ","11 Mary Lane, Roslyn Harbor, NY 11548","1399000","4","Single Family Residence","Pending","https://onekeymls.com/home-details/11-mary-lane-roslyn-harbor-ny-11548/66i8Ff9VlOQ"
"7bel5NUYp0h","23 Wildwood Ln, Greenvale, NY 11548","2199000","5","Single Family Residence","Active","https://onekeymls.com/home-details/23-wildwood-ln-greenvale-ny-11548/7bel5NUYp0h"
"jtra6xuX3R3","2 Addison Ln, Greenvale, NY 11548","1099000","5","Single Family Residence","Pending","https://onekeymls.com/home-details/2-addison-ln-greenvale-ny-11548/jtra6xuX3R3"
"6liqtq36MTm","13 Elm St, Greenvale, NY 11548","575000","","","Pending","https://onekeymls.com/home-details/13-elm-st-greenvale-ny-11548/6liqtq36MTm"
"jJgQtnq1nBy","39 Oakdale Rd, Roslyn Heights, NY 11577","1555000","5","Single Family Residence","Active","https://onekeymls.com/home-details/39-oakdale-rd-roslyn-heights-ny-11577/jJgQtnq1nBy"
"dODfTA4qsYi","4 Edwards St Unit 1E, Roslyn Heights, NY 11577","349000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/4-edwards-st-unit-1e-roslyn-heights-ny-11577/dODfTA4qsYi"
"6ek93PuVaWs","29 Garfield Pl, Roslyn Heights, NY 11577","1688888","4","Single Family Residence","Active","https://onekeymls.com/home-details/29-garfield-pl-roslyn-heights-ny-11577/6ek93PuVaWs"
"bmzgq9C0gtC","73 Revere Road, East Hills, NY 11577","1699000","3","Single Family Residence","Active","https://onekeymls.com/home-details/73-revere-road-east-hills-ny-11577/bmzgq9C0gtC"
"7a38POrjAeG","9 Arbor Road, East Hills, NY 11577","1799999","5","Single Family Residence","Pending","https://onekeymls.com/home-details/9-arbor-road-east-hills-ny-11577/7a38POrjAeG"
"lBavUf1dzgl","25 Edwards St Unit 2, Roslyn Heights, NY 11577","265000","1","Stock Cooperative","Pending","https://onekeymls.com/home-details/25-edwards-st-unit-2-roslyn-heights-ny-11577/lBavUf1dzgl"
"9Zf57IUrVRa","163 Elm St, Roslyn Heights, NY 11577","1168000","3","Single Family Residence","Active","https://onekeymls.com/home-details/163-elm-st-roslyn-heights-ny-11577/9Zf57IUrVRa"
"8PALm2yYPgn","86 George Street, East Hills, NY 11577","1895000","4","Single Family Residence","Active","https://onekeymls.com/home-details/86-george-street-east-hills-ny-11577/8PALm2yYPgn"
"ivS2THawxiO","118 Willow St, Roslyn Heights, NY 11577","1399000","3","Single Family Residence","Active","https://onekeymls.com/home-details/118-willow-st-roslyn-heights-ny-11577/ivS2THawxiO"
"17hOdpYYbMa","97 Parkway Dr, Roslyn Heights, NY 11577","3799000","5","Single Family Residence","Active","https://onekeymls.com/home-details/97-parkway-dr-roslyn-heights-ny-11577/17hOdpYYbMa"
"7hXMLHCXEOR","49 Edwards St Unit T, Roslyn Heights, NY 11577","295000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/49-edwards-st-unit-t-roslyn-heights-ny-11577/7hXMLHCXEOR"
"ibyrG1hNpib","56 Edwards St Unit 2B, Roslyn Heights, NY 11577","345000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/56-edwards-st-unit-2b-roslyn-heights-ny-11577/ibyrG1hNpib"
"hSpdN8graZu","16 Edwards St Unit 3F, Roslyn Heights, NY 11577","348000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/16-edwards-st-unit-3f-roslyn-heights-ny-11577/hSpdN8graZu"
"AlTZCRugUf","136 Circle Dr, Roslyn Heights, NY 11577","2195000","5","Single Family Residence","Active","https://onekeymls.com/home-details/136-circle-dr-roslyn-heights-ny-11577/AlTZCRugUf"
"eGOwHuRmD8N","27 Parkway Dr, Roslyn Heights, NY 11577","1599000","3","Single Family Residence","Active","https://onekeymls.com/home-details/27-parkway-dr-roslyn-heights-ny-11577/eGOwHuRmD8N"
"dZ2TRbmLn8Y","91 Macgregor Ave, Roslyn Heights, NY 11577","1699999","4","Single Family Residence","Pending","https://onekeymls.com/home-details/91-macgregor-ave-roslyn-heights-ny-11577/dZ2TRbmLn8Y"
"jYtPDhuMhRV","11 Pony Cir, Roslyn Heights, NY 11577","1549000","4","Condominium","Active","https://onekeymls.com/home-details/11-pony-cir-roslyn-heights-ny-11577/jYtPDhuMhRV"
"iCZ0i6rfRpO","33 Parkway Dr, Roslyn Heights, NY 11577","3788000","6","Single Family Residence","Active","https://onekeymls.com/home-details/33-parkway-dr-roslyn-heights-ny-11577/iCZ0i6rfRpO"
"bGnEyh04fSr","186 N Stratford, Roslyn Heights, NY 11577","1649000","5","Single Family Residence","Active","https://onekeymls.com/home-details/186-n-stratford-roslyn-heights-ny-11577/bGnEyh04fSr"
"9rP6XGlmcQ4","78 Maple St, Roslyn Heights, NY 11577","1495000","","","Active","https://onekeymls.com/home-details/78-maple-st-roslyn-heights-ny-11577/9rP6XGlmcQ4"
"6tpmAfCSuGK","83 Edwards St Unit 2A, Roslyn Heights, NY 11577","399000","2","Stock Cooperative","Pending","https://onekeymls.com/home-details/83-edwards-st-unit-2a-roslyn-heights-ny-11577/6tpmAfCSuGK"
"cUqvvzCQpc8","68 Woodbine Road, East Hills, NY 11577","1488000","4","Single Family Residence","Active","https://onekeymls.com/home-details/68-woodbine-road-east-hills-ny-11577/cUqvvzCQpc8"
"jVV85HxeFbU","75 Edwards St Unit 1C, Roslyn Heights, NY 11577","324999","1","Stock Cooperative","Pending","https://onekeymls.com/home-details/75-edwards-st-unit-1c-roslyn-heights-ny-11577/jVV85HxeFbU"
"fHWIWcv4LTO","48 Saint Marks Pl, Roslyn Heights, NY 11577","899000","3","Single Family Residence","Active","https://onekeymls.com/home-details/48-saint-marks-pl-roslyn-heights-ny-11577/fHWIWcv4LTO"
"iactkOAFi3n","211 Hillturn Ln, Roslyn Heights, NY 11577","3300000","4","Single Family Residence","Pending","https://onekeymls.com/home-details/211-hillturn-ln-roslyn-heights-ny-11577/iactkOAFi3n"
"afXu5PlX6kQ","31 Kennedy Rd 27 &, East Hills, NY 11577","1200000","3","Duplex","Active","https://onekeymls.com/home-details/31-kennedy-rd-27-east-hills-ny-11577/afXu5PlX6kQ"
"7t3AlQYyV9M","57 Parkway Dr, Roslyn Heights, NY 11577","1595000","4","Single Family Residence","Active","https://onekeymls.com/home-details/57-parkway-dr-roslyn-heights-ny-11577/7t3AlQYyV9M"
"cWqyZqmZFkV","131 Stratford N, Roslyn Heights, NY 11577","1199999","3","Single Family Residence","Active","https://onekeymls.com/home-details/131-stratford-n-roslyn-heights-ny-11577/cWqyZqmZFkV"
"a2zcIEFwEry","43 Edwards St Unit 1B, Roslyn Heights, NY 11577","299999","1","Stock Cooperative","Pending","https://onekeymls.com/home-details/43-edwards-st-unit-1b-roslyn-heights-ny-11577/a2zcIEFwEry"
"k8Qf6OABBL6","2 Hemlock Ln, Roslyn Heights, NY 11577","1950000","6","Single Family Residence","Pending","https://onekeymls.com/home-details/2-hemlock-ln-roslyn-heights-ny-11577/k8Qf6OABBL6"
"7SnY7k7YkLn","3015 Hobart St Unit 4D, Woodside, NY 11377","449000","2","Stock Cooperative","Pending","https://onekeymls.com/home-details/3015-hobart-st-unit-4d-woodside-ny-11377/7SnY7k7YkLn"
"2bhKPvc16zN","5031 68th St, Woodside, NY 11377","1180000","3","Single Family Residence","Active","https://onekeymls.com/home-details/5031-68th-st-woodside-ny-11377/2bhKPvc16zN"
"jFe4V7ssWOZ","7026 Queens Blvd Unit 5A, Woodside, NY 11377","627000","2","Condominium","Active","https://onekeymls.com/home-details/7026-queens-blvd-unit-5a-woodside-ny-11377/jFe4V7ssWOZ"
"9xOxA5EzGOI","7065 Queens Blvd Unit 8J, Woodside, NY 11377","599000","1","Condominium","Active","https://onekeymls.com/home-details/7065-queens-blvd-unit-8j-woodside-ny-11377/9xOxA5EzGOI"
"6akJbCVoTHQ","6314 Queens Blvd Unit 3M, Woodside, NY 11377","599000","1","Condominium","Active","https://onekeymls.com/home-details/6314-queens-blvd-unit-3m-woodside-ny-11377/6akJbCVoTHQ"
"gK0F0pMYwAx","7065 Queens Blvd Unit 6A, Woodside, NY 11377","515000","1","Condominium","Active","https://onekeymls.com/home-details/7065-queens-blvd-unit-6a-woodside-ny-11377/gK0F0pMYwAx"
"ceCK7aSBrRy","7065 Queens Blvd Unit 6L, Woodside, NY 11377","518000","1","Condominium","Active","https://onekeymls.com/home-details/7065-queens-blvd-unit-6l-woodside-ny-11377/ceCK7aSBrRy"
"9394VmOpSgM","5629 Roosevelt Ave, Flushing, NY 11377","1895000","9","Triplex","Active","https://onekeymls.com/home-details/5629-roosevelt-ave-flushing-ny-11377/9394VmOpSgM"
"3GIXv1enrLv","4131 51st St Unit 6M, Woodside, NY 11377","269000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/4131-51st-st-unit-6m-woodside-ny-11377/3GIXv1enrLv"
"gIG1Y5Q2PAp","4131 51st St Unit 6E, Woodside, NY 11377","378000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/4131-51st-st-unit-6e-woodside-ny-11377/gIG1Y5Q2PAp"
"f8sUxuY29r8","3456 70th St, Jackson Heights, NY 11372","1579000","6","Triplex","Active","https://onekeymls.com/home-details/3456-70th-st-jackson-heights-ny-11372/f8sUxuY29r8"
"bFFGID08w6m","4850 45th St, Woodside, NY 11377","1249000","5","Duplex","Active","https://onekeymls.com/home-details/4850-45th-st-woodside-ny-11377/bFFGID08w6m"
"hSDkIhWDDuO","3775 64th St Unit 31, Woodside, NY 11377","399000","2","Stock Cooperative","Active","https://onekeymls.com/home-details/3775-64th-st-unit-31-woodside-ny-11377/hSDkIhWDDuO"
"dIjUQR4a8Qu","3968 59th St, Woodside, NY 11377","1125000","3","Single Family Residence","Active","https://onekeymls.com/home-details/3968-59th-st-woodside-ny-11377/dIjUQR4a8Qu"
"7vXDRX9GsXB","5118 48th St, Woodside, NY 11377","1315000","7","Duplex","Active","https://onekeymls.com/home-details/5118-48th-st-woodside-ny-11377/7vXDRX9GsXB"
"fKFiwV5Yfu9","63-11 Queens Boulevard Unit A-3, Woodside, NY 11377","629000","3","Stock Cooperative","Active","https://onekeymls.com/home-details/63-11-queens-boulevard-unit-a-3-woodside-ny-11377/fKFiwV5Yfu9"
"aQUw5fZOTLF","6515 38th Ave Unit 5K, Woodside, NY 11377","465000","2","Stock Cooperative","Active","https://onekeymls.com/home-details/6515-38th-ave-unit-5k-woodside-ny-11377/aQUw5fZOTLF"
"doPWkIMmZda","3976 57th St Unit 6E, Woodside, NY 11377","335000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/3976-57th-st-unit-6e-woodside-ny-11377/doPWkIMmZda"
"TsReXTJEEM","4151 54th St, Woodside, NY 11377","948000","4","Single Family Residence","Active","https://onekeymls.com/home-details/4151-54th-st-woodside-ny-11377/TsReXTJEEM"
"ispRb4NSPhL","6405 Woodside Ave Unit 4E, Woodside, NY 11377","549000","2","Condominium","Active","https://onekeymls.com/home-details/6405-woodside-ave-unit-4e-woodside-ny-11377/ispRb4NSPhL"
"k5I3px06vAq","6409 Woodside Ave Unit 2, Woodside, NY 11377","1649000","5","Manufactured On Land","Active","https://onekeymls.com/home-details/6409-woodside-ave-unit-2-woodside-ny-11377/k5I3px06vAq"
"fnsKqfodNM2","6011 Broadway Unit 5E, Woodside, NY 11377","350000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/6011-broadway-unit-5e-woodside-ny-11377/fnsKqfodNM2"
"9Vq6YnDwXZQ","6011 Broadway Unit 4N, Woodside, NY 11377","275000","1","Stock Cooperative","Active","https://onekeymls.com/home-details/6011-broadway-unit-4n-woodside-ny-11377/9Vq6YnDwXZQ"
"bY9o7GGk902","6515 38th Ave Unit 5R, Woodside, NY 11377","240000","0","Stock Cooperative","Active","https://onekeymls.com/home-details/6515-38th-ave-unit-5r-woodside-ny-11377/bY9o7GGk902"
"6DOTOFmqa5k","6314 Queens Blvd Unit 3E, Woodside, NY 11377","479000","1","Condominium","Active","https://onekeymls.com/home-details/6314-queens-blvd-unit-3e-woodside-ny-11377/6DOTOFmqa5k"
"lAOEAE9bBRq","45-07 46th Avenue, Woodside, NY 11377","399000","","Business","Active","https://onekeymls.com/home-details/45-07-46th-avenue-woodside-ny-11377/lAOEAE9bBRq"
"g0w5DS0yn7W","4012 67th St, Woodside, NY 11377","1550000","","Multi Family","Active","https://onekeymls.com/home-details/4012-67th-st-woodside-ny-11377/g0w5DS0yn7W"
"2vCkiP9WHAG","4744 43rd St, Woodside, NY 11377","1400000","","Multi Family","Active","https://onekeymls.com/home-details/4744-43rd-st-woodside-ny-11377/2vCkiP9WHAG"
"g7pAEYjRpz4","Undisclosed Address, Woodside, NY 11377","425000","1","Condominium","Active","https://onekeymls.com/home-details/undisclosed-address-woodside-ny-11377/g7pAEYjRpz4"
"8UbYLVIHBVQ","4619 65th Pl, Woodside, NY 11377","1399000","0","Duplex","Active","https://onekeymls.com/home-details/4619-65th-pl-woodside-ny-11377/8UbYLVIHBVQ"
"T78Vn3Jo7C","31-12 38th Avenue Unit Unit 3B, Long Island City, NY 11101","699900","1","Condominium","Active","https://onekeymls.com/home-details/31-12-38th-avenue-unit-unit-3b-long-island-city-ny-11101/T78Vn3Jo7C"
"fNHXvfG3gke","2508 43rd Ave Unit 7A, Long Island City, NY 11101","1450000","2","Condominium","Active","https://onekeymls.com/home-details/2508-43rd-ave-unit-7a-long-island-city-ny-11101/fNHXvfG3gke"
"8DKiH8zA8u4","2508 43rd Ave Unit 5A, Long Island City, NY 11101","950000","1","Condominium","Active","https://onekeymls.com/home-details/2508-43rd-ave-unit-5a-long-island-city-ny-11101/8DKiH8zA8u4"
"348eIQRKGn3","2508 43rd Ave Unit 2E, Long Island City, NY 11101","1299000","2","Condominium","Active","https://onekeymls.com/home-details/2508-43rd-ave-unit-2e-long-island-city-ny-11101/348eIQRKGn3"
"gGti6wgj0Ud","2508 43rd Ave Unit 5D, Long Island City, NY 11101","1178000","2","Condominium","Pending","https://onekeymls.com/home-details/2508-43rd-ave-unit-5d-long-island-city-ny-11101/gGti6wgj0Ud"
"bJulbpHWjn8","2508 43rd Ave Unit 2F, Long Island City, NY 11101","799000","1","Condominium","Active","https://onekeymls.com/home-details/2508-43rd-ave-unit-2f-long-island-city-ny-11101/bJulbpHWjn8"
"iIHwWeGDb69","5142 35th St, Long Island City, NY 11101","1498000","2","Duplex","Active","https://onekeymls.com/home-details/5142-35th-st-long-island-city-ny-11101/iIHwWeGDb69"
"8LV2QOGMJsE","3722 27th St, Long Island City, NY 11101","1699000","0","Duplex","Active","https://onekeymls.com/home-details/3722-27th-st-long-island-city-ny-11101/8LV2QOGMJsE"
"dkwKccGwUbf","2626 Jackson Ave Unit 303, Long Island City, NY 11101","839000","1","Condominium","Active","https://onekeymls.com/home-details/2626-jackson-ave-unit-303-long-island-city-ny-11101/dkwKccGwUbf"
"apWvvdPmyZo","3 Court Sq Unit 5005, Long Island City, NY 11101","1090000","1","Condominium","Active","https://onekeymls.com/home-details/3-court-sq-unit-5005-long-island-city-ny-11101/apWvvdPmyZo"
"6BLriEu6PTt","4630 21st St Unit 2C, Long Island City, NY 11101","1033000","2","Condominium","Active","https://onekeymls.com/home-details/4630-21st-st-unit-2c-long-island-city-ny-11101/6BLriEu6PTt"
"1rdhB5KRJo3","5-12 51st Avenue Unit 2-B, Long Island City, NY 11101","750000","1","Condominium","Active","https://onekeymls.com/home-details/5-12-51st-avenue-unit-2-b-long-island-city-ny-11101/1rdhB5KRJo3"
"ceU4Jrm2O9a","3 Court Sq Unit 3908, Long Island City, NY 11101","1798000","2","Condominium","Active","https://onekeymls.com/home-details/3-court-sq-unit-3908-long-island-city-ny-11101/ceU4Jrm2O9a"
"7AMqDzF3VJq","2416 Queens Plz S Unit 7B, Long Island City, NY 11101","999000","1","Condominium","Active","https://onekeymls.com/home-details/2416-queens-plz-s-unit-7b-long-island-city-ny-11101/7AMqDzF3VJq"
"6MApqsMBxPJ","3812 28th St, Long Island City, NY 11101","5380000","","","Active","https://onekeymls.com/home-details/3812-28th-st-long-island-city-ny-11101/6MApqsMBxPJ"
"gaZjwjoCMX5","4530 Pearson St Unit 15B, Long Island City, NY 11101","1125000","1","Condominium","Active","https://onekeymls.com/home-details/4530-pearson-st-unit-15b-long-island-city-ny-11101/gaZjwjoCMX5"
"1vT5NP9nBzc","2508 43rd Ave Unit 2B, Long Island City, NY 11101","878000","1","Condominium","Active","https://onekeymls.com/home-details/2508-43rd-ave-unit-2b-long-island-city-ny-11101/1vT5NP9nBzc"
"l9E0o5gmWGv","2508 43rd Ave Unit 5B, Long Island City, NY 11101","895000","1","Condominium","Pending","https://onekeymls.com/home-details/2508-43rd-ave-unit-5b-long-island-city-ny-11101/l9E0o5gmWGv"
"ilp6OPjcEfm","2508 43rd Ave Unit 6D, Long Island City, NY 11101","1088000","1","Condominium","Active","https://onekeymls.com/home-details/2508-43rd-ave-unit-6d-long-island-city-ny-11101/ilp6OPjcEfm"
"h0J5EdM1RgO","2508 43rd Ave Unit 6B, Long Island City, NY 11101","998000","1","Condominium","Pending","https://onekeymls.com/home-details/2508-43rd-ave-unit-6b-long-island-city-ny-11101/h0J5EdM1RgO"
"TEQ8V83hOB","1041 51st Ave, Long Island City, NY 11101","2590000","4","Triplex","Active","https://onekeymls.com/home-details/1041-51st-ave-long-island-city-ny-11101/TEQ8V83hOB"
"2Fz6JqxXqyV","4507 Court Sq Unit 4B, Long Island City, NY 11101","959000","1","Condominium","Active","https://onekeymls.com/home-details/4507-court-sq-unit-4b-long-island-city-ny-11101/2Fz6JqxXqyV"
"lL4PqzwphcO","3 Court Sq, Long Island City, NY 11101","1850000","2","Condominium","Active","https://onekeymls.com/home-details/3-court-sq-long-island-city-ny-11101/lL4PqzwphcO"
"4rWAGsSJkX4","2301 Borden Ave, Long Island City, NY 11101","18800000","","Industrial","Active","https://onekeymls.com/home-details/2301-borden-ave-long-island-city-ny-11101/4rWAGsSJkX4"
"94PKQx7JWMI","41st Avenue 29-18 Unit 14B, Long Island City, NY 11101","937000","1","Condominium","Active","https://onekeymls.com/home-details/41st-avenue-29-18-unit-14b-long-island-city-ny-11101/94PKQx7JWMI"
"86D6161gJwg","2521 43rd Ave Unit 801, Queens, NY 11101","1399000","2","Condominium","Active","https://onekeymls.com/home-details/2521-43rd-ave-unit-801-queens-ny-11101/86D6161gJwg"
"hdAw6joZKuG","1150 45th Rd Unit 5C, Queens, NY 11101","1750000","2","Condominium","Pending","https://onekeymls.com/home-details/1150-45th-rd-unit-5c-queens-ny-11101/hdAw6joZKuG"
"9IOI8gpVukT","1112 44th Dr Unit 3C, Queens, NY 11101","1268000","2","Condominium","Active","https://onekeymls.com/home-details/1112-44th-dr-unit-3c-queens-ny-11101/9IOI8gpVukT"
"20PcSw6MJtN","2415 Queens Plz N Unit 6B, Long Island City, NY 11101","899000","1","Condominium","Active","https://onekeymls.com/home-details/2415-queens-plz-n-unit-6b-long-island-city-ny-11101/20PcSw6MJtN"
"gaqHlezblEH","2615 4th St Unit 2I, Astoria, NY 11102","582200","1","Condominium","Active","https://onekeymls.com/home-details/2615-4th-st-unit-2i-astoria-ny-11102/gaqHlezblEH"
"euD3UQbC774","2615 4th St Unit 5A, Astoria, NY 11102","731500","1","Condominium","Active","https://onekeymls.com/home-details/2615-4th-st-unit-5a-astoria-ny-11102/euD3UQbC774"
"aJw28EHiArz","2615 4th St Unit 3D, Astoria, NY 11102","833000","2","Condominium","Active","https://onekeymls.com/home-details/2615-4th-st-unit-3d-astoria-ny-11102/aJw28EHiArz"
"1t7fo3HBXQd","2615 4th St Unit 2C, Astoria, NY 11102","805000","2","Condominium","Active","https://onekeymls.com/home-details/2615-4th-st-unit-2c-astoria-ny-11102/1t7fo3HBXQd"
"g5VNevrspDu","3055 Vernon Blvd Unit 3G, Astoria, NY 11102","799500","1","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-3g-astoria-ny-11102/g5VNevrspDu"
"8MpzkoyYwgF","3055 Vernon Blvd Unit 6A, Astoria, NY 11102","745000","1","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-6a-astoria-ny-11102/8MpzkoyYwgF"
"fa46W4PK6xK","3055 Vernon Blvd Unit 2P, Astoria, NY 11102","685000","1","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-2p-astoria-ny-11102/fa46W4PK6xK"
"idKOicgShjF","3055 Vernon Blvd Unit 7D, Astoria, NY 11102","560000","0","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-7d-astoria-ny-11102/idKOicgShjF"
"g5ZLTYAMbo4","3055 Vernon Blvd Unit 6P, Astoria, NY 11102","1285000","2","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-6p-astoria-ny-11102/g5ZLTYAMbo4"
"akCAgsw8u9G","3055 Vernon Blvd Unit 3C, Astoria, NY 11102","735000","1","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-3c-astoria-ny-11102/akCAgsw8u9G"
"dkyn3tJtqfR","3055 Vernon Blvd Unit 3X, Astoria, NY 11102","1735000","3","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-3x-astoria-ny-11102/dkyn3tJtqfR"
"2Zbq7I6Xqn2","30-05 Vernon Unit 4H, Astoria, NY 11102","628800","1","Condominium","Active","https://onekeymls.com/home-details/30-05-vernon-unit-4h-astoria-ny-11102/2Zbq7I6Xqn2"
"g39samrtenQ","3055 Vernon Blvd Unit 6J, Astoria, NY 11102","895000","1","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-6j-astoria-ny-11102/g39samrtenQ"
"1gE0Qp1TFzT","3055 Vernon Blvd Unit 2A, Astoria, NY 11102","1195000","2","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-2a-astoria-ny-11102/1gE0Qp1TFzT"
"f1zbwM3W2Qz","3055 Vernon Blvd Unit 2C, Astoria, NY 11102","1375000","2","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-2c-astoria-ny-11102/f1zbwM3W2Qz"
"5XW71Bkwg3j","3055 Vernon Blvd Unit 3V, Astoria, NY 11102","1375000","2","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-3v-astoria-ny-11102/5XW71Bkwg3j"
"ji3ArT3bHDV","3055 Vernon Blvd Unit 5F, Astoria, NY 11102","1250000","2","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-5f-astoria-ny-11102/ji3ArT3bHDV"
"i5bx0yK0h4V","3055 Vernon Blvd Unit 6M, Astoria, NY 11102","1439500","2","Condominium","Active","https://onekeymls.com/home-details/3055-vernon-blvd-unit-6m-astoria-ny-11102/i5bx0yK0h4V"
